title,current_price,original_price,discount,seller_rating,seller,brand
"Dell Inspiron 3520 – Intel Core i5 12th Gen, 8GB RAM, 512GB NVMe, NVIDIA MX550 2GB Graphics","Rs. 389,000",,,No Ratings,TEKNO WORLD,Dell
Macbook Air M1 8GB 256GB,"Rs. 389,000",,,No Ratings,Rooter.lk,Apple
Dell 3511-I7-8Gb-512-15.6 Led Laptop,"Rs. 389,850",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Dell
"Dell Inspiron 5310 i7 11 Gen With Office, 8GB RAM, 512 SSD, 13 Inch Laptop","Rs. 389,999",,,No Ratings,CELLX (PVT) LTD,Dell
"ASUS VIVOBOOK PRO 15 OLED Q543MJ Gaming Intel Ultra 9 185H 24GB 2TB SSD 15.6"" FHD OLED 120Hz Win11 RTX 3050 6GB Grey ENGLISH Backlit KB","Rs. 392,999","Rs. 599,999",-35%,No Ratings,Tech Trove,Asus
Acer Nitro V15 Core i7 13620H 13th Gen,"Rs. 394,000","Rs. 410,000",-4%,No Ratings,Thinex.lk,Acer
"Apple 2023 MacBook Pro 14-inch M3, 8-core, 8GB RAM, 1TB SSD, Space Gray, 2 battery cycles.","Rs. 395,000",,,No Ratings,CAMERA POINT COLOMBO,Apple
Lenovo,"Rs. 397,700","Rs. 405,000",-2%,No Ratings,NEXTECH,Lenovo
"Dell Inspiron 3520 – Intel Core i7 12th Gen, 8GB RAM, 512GB NVMe, Intel Iris Xe Graphics","Rs. 398,000",,,No Ratings,TEKNO WORLD,Dell
"Lenovo ThinkPad P14s Gen 3 Business Notebook -Core-i7,16GB RAM,512 GB SSD","Rs. 398,960",,,No Ratings,OAK Integrated Systeams (pvt) Ltd,Lenovo
"Apple MacBook Air 13.6-inch MRXW3 with M3 Chip 8GB RAM 512GB (2024, Midnight)","Rs. 399,990",,,No Ratings,Epic Mobiles Private Limited,Apple
Dell Inspiron 14 5410 2-in-1 8GB and 512SSD 2 Years Singer Warranty,"Rs. 399,999",,,No Ratings,DealMate.lk,Dell
Microsoft Surface Pro 7 laptop - Intel Core i5 - 8GB - 256GB - Platinum,"Rs. 400,000",,,No Ratings,Gearz,Unspecified
"Dell Inspiron 3520 i7 12 Gen 8GB Ram, 512GB SSD With Microsoft Office","Rs. 405,999",,,No Ratings,Dell,Dell
"Apple MacBook Air M3 13-Inch Laptop, 512GB SSD, 8GB RAM, Midnight, Retina Display, macOS, Lightweight, Long Battery Life","Rs. 406,250",,,No Ratings,LuxuryX,Apple
"Dell Inspiron 3520 i5 12 Gen 8GB Ram, 512GB SSD With Microsoft Office","Rs. 406,999",,,No Ratings,Dell,Dell
LENOVO LEGION 5 INTEL CORE i7-13650HX 16GB 1TB SSD NVIDIA GEFORCE RTX4060 8GB 16''FHD DOS ENGLISH RGB BACKLIT KEY GREY,"Rs. 409,999","Rs. 599,999",-32%,No Ratings,Tech Trove,Lenovo
Asus,"Rs. 410,000","Rs. 420,000",-2%,No Ratings,NEXTECH,Asus
Asus VIVOBOOK Pro Q533MJ Core Ultra 7 155H 14th Gen,"Rs. 410,000","Rs. 425,000",-4%,No Ratings,Thinex.lk,Asus
Acer Nitro V 15 ANV15-51-52AM Gaming – i7,"Rs. 411,467",,,No Ratings,Lenovo by Forttune,Acer
Hp Victus 16 Ryzen 5 s0152Ax Gaming,"Rs. 412,102",,,No Ratings,Lenovo by Forttune,HP
MSI THIN 15 B13VE - i7 RTX 4050,"Rs. 419,087",,,No Ratings,Lenovo by Forttune,MSI
MSI Katana 15 B13VEK Core i7 13620H 13th Gen,"Rs. 420,000","Rs. 455,000",-8%,No Ratings,Thinex.lk,MSI
MSI Cyborg 15 A13VF Core i7 13620H 13th Gen,"Rs. 420,000","Rs. 450,000",-7%,No Ratings,Thinex.lk,MSI
"Apple MacBook Air Laptop: Apple M1 Chip, (13.3 Inch , 8GB RAM, 512GB SSD Storage)","Rs. 420,000",,,No Ratings,TELE CHOICE,Apple
"Apple MacBook Air MC9D4 15.3-inch with M3 Chip 16GB RAM 256GB (2024, Space Gray)","Rs. 424,990",,,No Ratings,Epic Mobiles Private Limited,Apple
"Dell Inspiron 5410 i7 11 Gen With Office, 8GB RAM, 512 SSD, 14 Inch Laptop Silver","Rs. 425,000",,,Ratings 1,CELLX (PVT) LTD,Dell
"Dell Inspiron 3511 i7 With Office, 8GB RAM, 512GB SSD, Nvidia MX350 Graphics","Rs. 429,999",,,No Ratings,Dell,Dell
Asus TUF F15 FX507VU Core i7 13620H 13th Gen,"Rs. 430,000","Rs. 470,000",-9%,No Ratings,Thinex.lk,Asus
Asus TUF Gaming FA507NV AMD Ryzen 7 7735HS,"Rs. 430,000","Rs. 450,000",-4%,No Ratings,Thinex.lk,Asus
"Macbook Pro 13"" Space Gray M2 Chip 8GB RAM 256GB SSD","Rs. 439,000",,,No Ratings,Apple Gallery,Apple
Acer Swift Go 14 - core Ultra 7 - 155H,"Rs. 442,722",,,No Ratings,Lenovo by Forttune,Acer
"Apple MacBook Air M4 15-Inch Laptop, 256GB SSD, 16GB RAM, Midnight/ Sky Blue, Retina Display, macOS, Lightweight, Long Battery Life","Rs. 447,500",,,No Ratings,LuxuryX,Apple
Hp Victus 16 Ryzen 7 s0153Ax Gaming,"Rs. 448,719",,,No Ratings,Lenovo by Forttune,HP
Brand New Sealed Apple MacBook Pro 16in 2023 - M3 PRO 12C/18C18GB 512GB 05-23-25,"Rs. 450,000",,,No Ratings,APPLE STORE 2,Apple
"Apple MacBook Air M2 15"" 8GB RAM 256GB / 512GB SSD ZP/A","Rs. 452,570","Rs. 499,999",-9%,No Ratings,Apple Gallery,Apple
One Netbook OneXPlayer 2 Pro 5 in 1 Handheld Gaming PC 8.4'' 2K IPS Screen AMD Ryzen 7 7840U 32GB LPDDR5 RAM 2TB M.2 Windows 11 US - White,"Rs. 500,671","Rs. 675,905",-26%,No Ratings,Nerys,Unspecified
ONE Netbook OneXPlayer 2 Game Console 8.4'' 2K IPS Screen AMD Ryzen 7 6800U 16GB LPDDR5 1TB M.2 17100mAh Battery Windows 11 Black - US,"Rs. 456,401","Rs. 616,141",-26%,No Ratings,ZZHI,Unspecified
Dell 5515-G5-R7-16GB-15.6LED-512GBSSD-3050TI VGA,"Rs. 459,000",,,No Ratings,SUHADA COMPUTER CENTER 1639471481,Dell
"Apple MacBook Air M4 13-Inch Laptop, 512GB SSD, 16GB RAM, Midnight/ Sky Blue, Retina Display, macOS, Lightweight, Long Battery Life","Rs. 460,000",,,No Ratings,LuxuryX,Apple
LenovoThinkPad L14 Gen4,"Rs. 463,900",,,No Ratings,Lenovo by Forttune,Lenovo
Asus TUF Gaming FX507VV Core i7 13620H 13th Gen,"Rs. 465,000","Rs. 490,000",-5%,No Ratings,Thinex.lk,Asus
"ASUS ROG STRIX G15 G513RM | AMD RYZEN 7 6800H | RTX 3050 4GB | DDR5 16GB | 512GB NVME | 15.6"" FHD | WIN 11 ","Rs. 465,000",,,No Ratings,Dealz_LK,Asus
"MSI CYBORG 15 AI A1VEK LAPTOP | INTEL CORE ULTRA 7 155H |RTX4050, 6GB GDDR6 | 16GB DDR5 5600MHZ | 512GB NVME SSD | 15.6 INCH FHD 144HZ DISPLAY |WINDOWS 11 HOME 9S7-15K211-222","Rs. 466,000",,,No Ratings,Games Street,MSI
ASUS TUF FX507 i7,"Rs. 467,500",,,No Ratings,Techtrove,Asus
MSI Katana B13VGK Core i7 13620H 13th Gen,"Rs. 490,000","Rs. 520,000",-6%,No Ratings,Thinex.lk,MSI
Huawei Honor MagicBook 15 2021 15.6'' Screen Laptop Intel i5-1135G7 16GB DDR4 512GB NVME SSD NVIDIA GeForce MX450 Windows 10,"Rs. 496,700","Rs. 670,545",-26%,No Ratings,Nerys,Unspecified
"HP ZBook Studio 16 G10 16"" i7-13800H 32GB DDR5 1TB SSD RTX 2000 Windows 11 Pro","Rs. 499,000",,,No Ratings,LAPZ STORE LK,HP
"Apple MacBook Air (MXD13) 15.3-inch with M3 Chip 16GB RAM 512GB (2024, Space Gray)","Rs. 499,990",,,No Ratings,Epic Mobiles Private Limited,Apple
"Razer Blade 15,6"" gamer laptop QHD 240HZ, Intel Core i7 - NVIDIA GeForce","Rs. 499,999",,,No Ratings,LAPZ STORE LK,Razer
"Dell XPS 13 9310 i5, 8GB RAM, 512 SSD","Rs. 509,999",,,No Ratings,Dell,Dell
Asus TUF Gaming F15 FX507V Core i7 13620H 13th Gen,"Rs. 510,000","Rs. 550,000",-7%,No Ratings,Thinex.lk,Asus
ONE Netbook OneXPlayer Mini Pro Game Console 7'' IPS Display AMD RYZEN 7 6800U 32GB LPDDR5 2TB M.2 12450mAh Battery Windows11 - US,"Rs. 511,438","Rs. 690,441",-26%,No Ratings,Fengshi,Unspecified
"Macbook Pro 13"" M2 Chip 8GB RAM 512GB SSD Space Gray","Rs. 519,000",,,No Ratings,Apple Gallery,Apple
ASUS ROG G16 GU603 i7,"Rs. 522,500",,,No Ratings,Techtrove,Asus
"Apple MacBook Air M4 15-Inch Laptop, 512GB SSD, 16GB RAM, Starlight/ Midnight, Retina Display, macOS, Lightweight, Long Battery Life","Rs. 528,750",,,No Ratings,LuxuryX,Apple
HP OMEN 16 Gaming 16AE 0073C Core i7 14650HX 14th Gen,"Rs. 530,000","Rs. 550,000",-4%,No Ratings,Thinex.lk,HP
Microsoft Surface Pro 7 - Intel Core i7 - 16GB - 512GB - Platinum,"Rs. 530,000",,,No Ratings,Gearz,Unspecified
Macbook Pro M2 8GB 256GB,"Rs. 537,000",,,No Ratings,Rooter.lk,Apple
Asus ROG STRIX G614J Core i7 13650HX 13th Gen,"Rs. 550,000","Rs. 585,000",-6%,No Ratings,Thinex.lk,Asus
"MSI CYBORG 15 AI A1VFK LAPTOP | INTEL CORE ULTRA 7 155H |RTX4060, 8GB GDDR6 | 16GB DDR5 4800MHZ | 1TB NVME SSD | 15.6 INCH FHD 144HZ DISPLAY |WINDOWS 11 HOME 9S7-15K211-082","Rs. 552,500",,,No Ratings,Games Street,MSI
"Apple MacBook Pro (MW2U3) 14-inch with M4 Chip 16GB RAM 512GB SSD (Late 2024, Space Black)","Rs. 563,990",,,No Ratings,Epic Mobiles Private Limited,Apple
MSI Sword 16 HX i7 14th Gen RTX 4050,"Rs. 566,160",,,No Ratings,Authorized HQ (Pvt) Ltd.,MSI
HP Victus 15 Fa1252Tx Gaming – i7,"Rs. 566,191",,,No Ratings,Lenovo by Forttune,HP
"Apple MacBook Pro MRXW3 14-inch with M4 Chip 16GB RAM 512GB SSD (Late 2024, Space Black)","Rs. 569,990",,,No Ratings,Epic Mobiles Private Limited,Apple
"Apple MacBook Pro MRX33 14-inch with M3 Pro Chip 18GB RAM 512GB SSD (Late 2023, Space Black)","Rs. 594,990",,,No Ratings,Epic Mobiles Private Limited,Apple
"Apple MacBook Pro M4 14-Inch Laptop, 512GB SSD, 16GB RAM, Space Black, Liquid Retina XDR Display, macOS, High Performance, Long Battery Life","Rs. 595,000",,,No Ratings,LuxuryX,Apple
"HP ZBook Studio G10 laptop: 13700 i7, 32GB RAM, 1TB, RTX 2000 (VADONATÚJ)","Rs. 599,000",,,No Ratings,LAPZ STORE LK,HP
HP ZBook Studio G10 16 Intel Core i7 13/ i7-13700H 32 GB,"Rs. 599,000",,,No Ratings,LAPZ STORE LK,HP
Asus ROG STRIX G614JV Core i9 13980HX,"Rs. 615,000","Rs. 645,000",-5%,No Ratings,Thinex.lk,Asus
MSI Creator M16 HX C14V i7 14th Gen RTX 4050,"Rs. 622,720",,,No Ratings,Authorized HQ (Pvt) Ltd.,MSI
"Apple MacBook Pro M4 14-Inch Laptop, 1TB SSD, 16GB RAM, Silver/ Space Black, Liquid Retina XDR Display, macOS, High Performance, Long Battery Life","Rs. 652,500",,,No Ratings,LuxuryX,Apple
"Apple MacBook Pro 14-inch MX2H3 with M4 Chip 24GB RAM 512GB SSD (Late 2024, Space Black)","Rs. 659,990",,,No Ratings,Epic Mobiles Private Limited,Apple
MSI Creator M16 HX C14V i7 14th Gen RTX 4060,"Rs. 670,880",,,No Ratings,Authorized HQ (Pvt) Ltd.,MSI
